unit,airpol,src_nfr,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
T,NMVOC,NFR3_AGR,LI	68 	67 	64 	63 	66 	66 	67 	66 	69 	68 	67 	69 	69 	70 	68 	64 	62 	61 	60 	58 	56 	58 	60 	61 	62 	61 	61 	58 	61 	62 	62 
T,NMVOC,NFR3_AGR,LT	14542 	14568 	15369 	15985 	16401 	16809 	16583 	15894 	15761 	15431 	15359 	15512 	15659 	15936 	15894 	15506 	14906 	14387 	13858 	13577 	14158 	15053 	16888 	17798 	17590 	17980 	19841 	23641 	27615 	32722 	33969 
T,NMVOC,NFR3_AGR,LU	3621 	3483 	3489 	3446 	3397 	3290 	3230 	3143 	3059 	3099 	3199 	3158 	3153 	3049 	2965 	3003 	2982 	3059 	3145 	3261 	3256 	3288 	3316 	3350 	3390 	3369 	3267 	3346 	3280 	3386 	3431 
T,NMVOC,NFR3_AGR,LV	7565 	7603 	7598 	7979 	7890 	8043 	8404 	8082 	7916 	7648 	7753 	7903 	7967 	8382 	8992 	7950 	7920 	8356 	8326 	8130 	7734 	7749 	8724 	9335 	9683 	9824 	10197 	11593 	16515 	19829 	20507 
T,NMVOC,NFR3_AGR,MT	422 	409 	410 	397 	410 	432 	449 	458 	459 	444 	484 	504 	531 	566 	543 	525 	605 	628 	682 	710 	708 	727 	714 	734 	730 	722 	735 	747 	748 	736 	718 
T,NMVOC,NFR3_AGR,NL	87118 	87384 	89156 	92371 	93422 	88968 	76466 	84122 	81359 	81307 	80203 	79783 	69494 	67932 	65664 	65212 	67160 	73761 	66791 	68319 	70109 	67404 	77010 	61640 	65665 	65058 	75423 	82959 	82550 	101269 	97079 
T,NMVOC,NFR3_AGR,NO	12660 	12754 	12976 	13009 	13098 	12970 	13005 	12982 	12716 	12544 	12826 	12800 	12669 	12582 	12459 	12592 	12488 	12533 	12262 	12362 	12500 	13060 	12831 	12847 	13102 	12889 	12915 	12777 	12860 	12829 	12827 
T,NMVOC,NFR3_AGR,PL	124319 	120375 	117894 	114967 	110408 	109009 	107039 	107268 	106420 	107155 	107297 	111341 	113492 	115832 	113444 	113788 	107501 	110689 	121220 	125903 	126294 	135059 	138933 	137164 	134913 	142990 	149565 	149868 	157922 	170771 	185981 
T,NMVOC,NFR3_AGR,PT	19300 	18580 	17456 	16568 	15820 	15387 	15148 	15247 	15676 	16038 	16138 	16136 	15800 	15847 	16270 	16837 	17375 	18186 	19155 	19899 	20418 	20422 	19959 	19882 	20096 	20312 	20392 	20686 	21082 	21553 	21715 
T,NMVOC,NFR3_AGR,RO	56715 	57796 	56893 	56913 	57544 	58301 	57367 	60811 	60561 	60360 	60453 	68973 	73061 	75061 	76827 	76057 	74802 	74150 	72441 	70219 	70788 	74070 	77579 	78940 	84769 	86028 	83570 	85602 	86851 	102611 	122192 
T,NMVOC,NFR3_AGR,SE	28768 	28854 	29450 	29928 	29816 	30507 	30349 	30154 	29940 	30097 	30551 	30597 	30728 	30752 	31058 	31401 	32015 	31691 	33422 	33978 	35202 	35820 	37181 	37764 	37495 	37156 	38010 	37569 	37373 	36618 	38186 
T,NMVOC,NFR3_AGR,SI	5883 	5908 	5890 	5912 	5997 	5897 	5751 	5636 	5700 	5667 	5727 	5885 	5959 	6119 	5807 	5877 	5766 	5912 	6292 	6041 	6094 	5801 	5666 	5626 	5740 	5883 	5756 	5746 	6169 	6191 	6449 
T,NMVOC,NFR3_AGR,SK	7021 	7489 	7681 	8165 	8069 	8381 	8129 	8232 	8418 	8473 	8601 	8982 	8941 	9495 	9559 	10512 	10438 	11252 	11740 	12103 	11875 	11896 	12591 	13937 	13903 	14362 	13893 	15116 	17042 	19371 	23048 
T,NMVOC,NFR3_AGR,TR	516837 	498694 	486597 	460982 	418826 	414212 	414193 	408369 	393273 	355642 	331650 	315788 	322321 	333836 	348505 	336161 	323772 	307519 	317387 	334758 	354316 	362717 	361905 	353174 	365615 	360130 	379694 	379775 	377317 	376620 	356168 
T,NMVOC,NFR3_MNR,AT	34445 	34617 	34980 	35343 	35326 	35305 	35388 	35307 	35271 	35633 	36298 	36519 	36148 	36376 	36417 	36742 	37426 	37751 	38211 	39084 	39752 	41135 	41901 	42025 	42878 	44055 	44743 	45203 	45738 	48248 	49114 
T,NMVOC,NFR3_MNR,BE	29636 	29466 	29552 	29167 	29568 	29149 	28529 	28140 	28423 	28038 	28264 	28004 	27776 	28079 	28185 	28522 	28976 	29727 	31060 	32357 	32395 	38370 	38733 	38812 	39156 	39535 	38879 	38423 	37874 	38006 	38156 
T,NMVOC,NFR3_MNR,BG	10737 	10539 	10803 	10852 	10831 	11061 	11126 	11015 	10864 	11242 	11516 	11755 	12514 	13003 	13588 	13700 	14009 	13990 	13108 	12454 	13684 	13870 	13465 	14025 	14577 	15165 	17067 	20444 	24413 	27493 	30010 
T,NMVOC,NFR3_MNR,CH	18509 	18517 	18584 	18527 	18581 	18521 	18552 	18341 	18286 	18155 	18173 	18085 	18095 	17623 	17051 	16509 	15820 	15565 	15316 	15162 	14841 	14938 	14764 	14717 	14940 	14926 	14798 	14554 	14622 	14749 	14856 
T,NMVOC,NFR3_MNR,CY	1512 	1350 	1294 	1240 	1191 	1137 	1169 	1116 	1164 	1214 	1233 	1226 	1252 	1280 	1261 	1311 	1380 	1442 	1447 	1368 	1320 	1303 	1333 	1375 	1402 	1385 	1320 	1296 	1181 	1098 	1096 
T,NMVOC,NFR3_MNR,CZ	36121 	35934 	36230 	34943 	34072 	33255 	32201 	31446 	30977 	30498 	30933 	31885 	33282 	32918 	33133 	33440 	33432 	34819 	36191 	36280 	36088 	37429 	36692 	38806 	41106 	41021 	42061 	49153 	57178 	65300 	68940 
T,NMVOC,NFR3_MNR,DE	289791 	293493 	296201 	299978 	302744 	305716 	306948 	304561 	299371 	297418 	297232 	297843 	297035 	295678 	293475 	298259 	299954 	308971 	312532 	323700 	318867 	320637 	322620 	324955 	333699 	332945 	333301 	340667 	340189 	349972 	391237 
T,NMVOC,NFR3_MNR,DK	44297 	43978 	44745 	44232 	43423 	42915 	42805 	42553 	42142 	42070 	43133 	42498 	42697 	42299 	41451 	41645 	43030 	43824 	43845 	43920 	44939 	47134 	49082 	50627 	53020 	54519 	55293 	57528 	59255 	60142 	60761 
T,NMVOC,NFR3_MNR,EE	4569 	4431 	4709 	4577 	4166 	4505 	4441 	4195 	4176 	4058 	3941 	3852 	3856 	3811 	3905 	3910 	3958 	3909 	3696 	3746 	3423 	3554 	4168 	4193 	4191 	4759 	5286 	5826 	7569 	9135 	9996 
T,NMVOC,NFR3_MNR,EL	13044 	12862 	12793 	12621 	12795 	12666 	13389 	13634 	13829 	13565 	13915 	13375 	13748 	14605 	14487 	14495 	14502 	14269 	14355 	14272 	14751 	14392 	14456 	14690 	14612 	14725 	14207 	15143 	14983 	15267 	15243 
T,NMVOC,NFR3_MNR,ES	153504 	153671 	153460 	150042 	148272 	146206 	142808 	139549 	140681 	141027 	141677 	133242 	138372 	145825 	145183 	150420 	153879 	151883 	153980 	157568 	151371 	147694 	152560 	146536 	142404 	139085 	131119 	128813 	132376 	134773 	136480 
T,NMVOC,NFR3_MNR,EU27_2020	1374556 	1378171 	1389169 	1392761 	1393404 	1388586 	1367362 	1365867 	1358969 	1360388 	1365450 	1376855 	1386183 	1396470 	1387088 	1404377 	1408010 	1439323 	1461783 	1490102 	1489285 	1511645 	1541509 	1533381 	1550326 	1557859 	1565870 	1602483 	1651876 	1748570 	1839845 
T,NMVOC,NFR3_MNR,FI	14624 	15484 	15731 	15888 	16172 	16193 	16476 	16024 	16037 	15941 	16342 	16024 	15693 	16116 	16279 	16385 	16391 	16613 	16661 	16543 	16762 	16694 	16999 	17471 	16998 	16736 	17489 	17194 	16896 	17182 	18234 
T,NMVOC,NFR3_MNR,FR	235498 	238562 	243117 	247220 	251256 	254237 	252954 	249106 	249122 	251247 	250538 	250902 	254494 	249897 	247258 	247889 	247905 	251869 	258706 	263471 	264257 	256997 	258582 	259246 	261088 	261574 	259830 	257653 	258633 	261854 	265511 
T,NMVOC,NFR3_MNR,HR	7338 	7613 	7305 	7638 	7649 	7653 	7403 	7461 	7704 	7650 	7859 	7888 	7450 	7640 	7897 	7672 	7851 	7566 	7117 	7171 	6959 	7055 	6698 	6741 	6712 	6945 	7183 	7513 	7344 	9096 	9140 
T,NMVOC,NFR3_MNR,HU	24555 	25378 	26040 	25441 	26009 	25859 	25332 	24925 	24715 	24634 	24882 	24844 	25583 	25903 	26046 	26753 	28203 	29488 	29891 	29864 	30773 	29716 	29723 	29621 	30075 	30533 	30716 	33436 	39045 	45482 	50120 
T,NMVOC,NFR3_MNR,IE	41423 	40937 	40958 	41773 	41387 	39894 	39386 	38647 	38030 	37236 	37372 	38387 	38340 	38842 	39084 	39707 	39405 	39432 	39662 	39684 	39394 	41229 	42804 	42082 	40779 	39256 	38893 	38658 	38499 	38381 	36589 
T,NMVOC,NFR3_MNR,IS	1859 	1870 	1873 	1967 	1980 	1989 	1958 	1854 	1857 	1896 	1882 	1920 	1897 	1905 	1855 	1801 	1754 	1748 	1772 	1828 	1861 	1920 	1959 	1950 	1950 	1899 	1914 	1912 	1910 	1984 	1986 
T,NMVOC,NFR3_MNR,IT	116882 	114687 	114661 	115197 	114339 	112071 	111279 	112562 	113506 	114423 	115948 	121458 	122059 	122754 	118530 	123178 	123281 	128891 	130082 	133242 	133375 	142933 	142349 	141885 	141221 	140486 	135971 	136937 	139339 	143572 	140380 
T,NMVOC,NFR3_MNR,LI	68 	67 	64 	63 	66 	66 	67 	66 	69 	68 	67 	69 	69 	70 	68 	64 	62 	61 	60 	58 	56 	58 	60 	61 	62 	61 	61 	58 	61 	62 	62 
T,NMVOC,NFR3_MNR,LT	12283 	12342 	13321 	13944 	14232 	14588 	14246 	13661 	13584 	13405 	13396 	13500 	13862 	14170 	14126 	13728 	13414 	12945 	12334 	12016 	12505 	13319 	14980 	15790 	15685 	16155 	17729 	21375 	25514 	30770 	32392 
T,NMVOC,NFR3_MNR,LU	3507 	3370 	3375 	3333 	3285 	3178 	3117 	3030 	2947 	2987 	3086 	3046 	3042 	2937 	2855 	2893 	2872 	2949 	3036 	3152 	3147 	3180 	3208 	3242 	3283 	3260 	3158 	3236 	3172 	3278 	3322 
T,NMVOC,NFR3_MNR,LV	6435 	6426 	6489 	6893 	6806 	6927 	7183 	7031 	6887 	6658 	6719 	6795 	6971 	7276 	7149 	7021 	6918 	7137 	7178 	7218 	6899 	6873 	7836 	8453 	8793 	9006 	9166 	10366 	15121 	18405 	19089 
T,NMVOC,NFR3_MNR,MT	417 	404 	405 	392 	405 	427 	444 	454 	454 	439 	479 	500 	527 	562 	538 	520 	600 	623 	677 	706 	703 	721 	708 	729 	724 	716 	729 	741 	742 	730 	711 
T,NMVOC,NFR3_MNR,NL	74201 	74508 	76090 	78773 	79668 	75878 	65727 	71741 	69372 	69443 	68427 	68154 	59928 	59386 	57741 	57399 	59253 	64205 	58777 	60347 	62166 	60572 	68250 	55762 	58961 	58151 	68191 	75907 	75813 	93917 	90109 
T,NMVOC,NFR3_MNR,NO	11951 	12039 	12270 	12295 	12380 	12250 	12287 	12268 	11995 	11819 	12089 	12056 	11906 	11814 	11684 	11808 	11690 	11739 	11453 	11534 	11656 	12218 	11982 	12002 	12226 	12022 	12069 	11898 	12014 	11912 	11867 
T,NMVOC,NFR3_MNR,PL	116322 	113898 	112053 	107990 	104139 	102712 	99644 	100445 	100282 	101372 	101175 	104201 	106841 	109276 	107899 	107721 	100365 	105487 	115064 	119134 	120604 	128057 	131673 	130614 	127855 	135246 	142893 	143193 	152104 	162834 	177520 
T,NMVOC,NFR3_MNR,PT	16540 	15765 	14674 	13749 	13019 	12551 	12327 	12371 	12815 	13171 	13293 	13273 	13066 	13091 	13588 	14099 	14515 	15070 	15955 	16643 	17107 	16986 	16458 	16334 	16539 	16774 	16944 	17183 	17438 	17745 	17798 
T,NMVOC,NFR3_MNR,RO	46618 	47680 	48247 	48934 	50041 	51118 	50161 	54085 	53801 	53920 	54107 	63516 	67221 	69494 	71631 	70263 	69389 	68634 	67856 	65139 	66010 	69382 	71944 	73180 	78574 	79594 	77184 	79421 	82052 	95002 	111752 
T,NMVOC,NFR3_MNR,SE	27670 	27692 	28678 	28840 	28857 	29413 	29312 	29250 	29005 	29267 	29665 	29618 	29844 	29948 	30328 	30625 	31202 	30964 	32633 	33188 	34364 	35013 	36327 	36921 	36654 	36292 	37166 	36607 	36498 	35630 	36954 
T,NMVOC,NFR3_MNR,SI	5733 	5759 	5743 	5763 	5848 	5751 	5601 	5487 	5553 	5522 	5581 	5735 	5805 	5970 	5655 	5727 	5617 	5764 	6148 	5893 	5948 	5655 	5519 	5479 	5586 	5726 	5597 	5583 	6006 	6025 	6282 
T,NMVOC,NFR3_MNR,SK	6857 	7324 	7514 	7999 	7904 	8220 	7967 	8070 	8257 	8311 	8437 	8815 	8777 	9335 	9398 	10353 	10282 	11100 	11579 	11942 	11719 	11743 	12441 	13788 	13753 	14216 	13755 	14984 	16902 	19232 	22910 
T,NMVOC,NFR3_MNR,TR	516837 	498694 	486597 	460982 	418826 	414212 	414193 	408369 	393273 	355642 	331650 	315788 	322321 	333836 	348505 	336161 	323772 	307519 	317387 	334758 	354316 	362717 	361905 	353174 	365615 	360130 	379694 	379775 	377317 	376620 	356168 
T,NMVOC,NFR_TOT_NAT,AT	110828 	108505 	108828 	112132 	111481 	112807 	117795 	124479 	130301 	132521 	137477 	136912 	149644 	154889 	158949 	156842 	152876 	166207 	170234 	174992 	180486 	204617 	215837 	224103 	238437 	247927 	263747 	286176 	305470 	328897 	334498 
T,NMVOC,NFR_TOT_NAT,BE	112961 	112089 	113248 	114266 	116061 	117182 	118072 	124601 	128453 	132014 	143892 	145285 	157687 	165859 	176081 	182727 	189023 	201445 	211947 	228042 	234341 	258875 	276163 	284856 	301482 	310685 	319390 	336933 	345871 	346069 	352951 
T,NMVOC,NFR_TOT_NAT,BG	73045 	75510 	75705 	82146 	82307 	85120 	82720 	87371 	91108 	93079 	90054 	97969 	92880 	93446 	99595 	102693 	98792 	109939 	111316 	102396 	126664 	113742 	121702 	117778 	205408 	158251 	235359 	413360 	419915 	415211 	456574 
T,NMVOC,NFR_TOT_NAT,CH	75893 	77940 	78788 	79789 	80751 	83197 	86513 	90135 	92596 	95219 	99218 	101861 	104910 	107148 	109993 	113198 	116493 	125796 	134140 	145394 	154185 	163890 	171023 	182151 	194475 	205525 	221803 	236846 	265140 	287823 	302161 
T,NMVOC,NFR_TOT_NAT,CY	7122 	7585 	7583 	7939 	7414 	7428 	7317 	7527 	8651 	8877 	12782 	13109 	14258 	15581 	15386 	15618 	15001 	14692 	13747 	13112 	13364 	13852 	13238 	13609 	13626 	13753 	13526 	13059 	13147 	12950 	13325 
T,NMVOC,NFR_TOT_NAT,CZ	198891 	219191 	227521 	227571 	227142 	230142 	229727 	234249 	236035 	241646 	253499 	256601 	259400 	265278 	272171 	274106 	282342 	292194 	296037 	307533 	320077 	330137 	345761 	371964 	391021 	392628 	427605 	447532 	480678 	505871 	566058 
T,NMVOC,NFR_TOT_NAT,DE	1035775 	1072229 	1098973 	1145553 	1140946 	1147207 	1173595 	1212258 	1256574 	1272347 	1361401 	1244971 	1359028 	1421238 	1483470 	1487128 	1534466 	1537680 	1618946 	1710628 	1805638 	1970804 	2132634 	2189587 	2244353 	2341593 	2469073 	2884001 	3066292 	3379887 	3891582 
T,NMVOC,NFR_TOT_NAT,DK	106584 	103205 	108080 	109049 	111082 	115369 	112975 	121259 	120173 	125319 	131981 	134321 	144240 	147549 	150093 	154607 	159555 	163765 	167424 	172772 	182269 	184318 	191057 	200327 	212329 	210511 	214544 	213054 	221191 	221240 	212932 
T,NMVOC,NFR_TOT_NAT,EE	24398 	22811 	22536 	22728 	21965 	21827 	22216 	22311 	23272 	22857 	22954 	23847 	26177 	28166 	30416 	31601 	32991 	33098 	34140 	35689 	35355 	35956 	39144 	42699 	41630 	40266 	36234 	33583 	42033 	61627 	64764 
T,NMVOC,NFR_TOT_NAT,EL	132336 	145605 	146115 	150951 	156516 	164825 	171975 	175772 	193013 	200253 	215069 	249576 	261427 	287849 	310160 	333791 	341089 	330533 	318889 	305757 	308443 	315412 	313228 	307375 	309127 	303400 	314506 	312455 	312173 	317799 	316597 
T,NMVOC,NFR_TOT_NAT,ES	550644 	570678 	579055 	564970 	544773 	540097 	525971 	530583 	542801 	565611 	585073 	585766 	638925 	689481 	707590 	737722 	775116 	795122 	828287 	853793 	881765 	924302 	961536 	938939 	950230 	923432 	950581 	952543 	1035632 	1050897 	1049767 
T,NMVOC,NFR_TOT_NAT,EU27_2020	6247418 	6359656 	6469407 	6632673 	6594623 	6643795 	6682378 	6918078 	7138058 	7297627 	7668165 	7712209 	8243659 	8532196 	8882528 	9080478 	9293038 	9575474 	9809806 	10214902 	10649519 	11266407 	11800769 	12149086 	12648291 	12785211 	13239953 	14166759 	14717116 	15348039 	16039881 
T,NMVOC,NFR_TOT_NAT,FI	84587 	85122 	86481 	88358 	90447 	89964 	95105 	97436 	101734 	105200 	113766 	113092 	121781 	137926 	141578 	147662 	158563 	163510 	167962 	176570 	178978 	186337 	192603 	197295 	197253 	204502 	212715 	213534 	219706 	225777 	235515 
T,NMVOC,NFR_TOT_NAT,FR	939183 	973351 	989839 	1012283 	1024432 	1047371 	1074259 	1092428 	1099766 	1148868 	1218987 	1208409 	1281186 	1357586 	1486156 	1587123 	1670863 	1787105 	1839020 	1967125 	2060648 	2165237 	2255973 	2312242 	2428487 	2496241 	2577143 	2723666 	2844715 	2925480 	2893127 
T,NMVOC,NFR_TOT_NAT,HR	70295 	73827 	69171 	68824 	71624 	70079 	69003 	75108 	80173 	85778 	90880 	93916 	108133 	109588 	113695 	113543 	112803 	108259 	104533 	102011 	104345 	106616 	108412 	109464 	122185 	119601 	99076 	101907 	104415 	137196 	171757 
T,NMVOC,NFR_TOT_NAT,HU	111837 	117833 	117577 	123523 	126613 	126440 	122580 	131663 	134600 	133783 	130248 	135254 	136340 	145109 	159226 	172501 	175315 	180170 	175786 	189020 	189095 	185865 	186702 	193378 	202511 	210464 	215360 	229364 	241604 	269989 	307084 
T,NMVOC,NFR_TOT_NAT,IE	112638 	116602 	116898 	116651 	113260 	111198 	109971 	112936 	111131 	109856 	113064 	116166 	118303 	121885 	122694 	122647 	121946 	122503 	124088 	123873 	123861 	130211 	139623 	136942 	139816 	138965 	140857 	144018 	146324 	151113 	149672 
T,NMVOC,NFR_TOT_NAT,IS	5371 	5524 	5756 	5659 	5905 	5665 	5405 	5350 	5412 	5554 	5726 	6217 	6691 	7089 	7232 	7286 	7853 	7759 	8024 	8264 	8846 	9118 	9439 	9447 	9563 	9626 	9810 	9916 	10057 	10013 	10026 
T,NMVOC,NFR_TOT_NAT,IT	885419 	887718 	894373 	921091 	880581 	897045 	924026 	996451 	1031556 	1024951 	1116131 	1183172 	1263830 	1286242 	1304476 	1339806 	1348533 	1451345 	1471229 	1566064 	1629889 	1806699 	1873507 	1961526 	2006943 	2058272 	2076998 	2128065 	2133387 	2062937 	1993432 
T,NMVOC,NFR_TOT_NAT,LI	309 	311 	308 	312 	320 	326 	335 	342 	354 	355 	359 	366 	374 	379 	387 	396 	401 	439 	467 	497 	571 	593 	619 	663 	710 	836 	897 	1018 	1110 	1235 	1311 
T,NMVOC,NFR_TOT_NAT,LT	47301 	52265 	51967 	51765 	52234 	52837 	54033 	55016 	55648 	55877 	57277 	58082 	63285 	63189 	63855 	61700 	61645 	62002 	61717 	60892 	63117 	70818 	79775 	87432 	87943 	86381 	86503 	95241 	107233 	131356 	128364 
T,NMVOC,NFR_TOT_NAT,LU	10644 	11406 	10611 	10697 	10668 	10533 	10862 	11555 	12000 	11651 	11717 	12380 	13528 	12283 	13459 	15173 	15946 	14505 	15822 	15856 	16093 	16994 	17576 	18838 	20027 	20918 	22613 	24872 	27306 	29137 	27842 
T,NMVOC,NFR_TOT_NAT,LV	33606 	35772 	39215 	35187 	34594 	35972 	38884 	38934 	40495 	41129 	40856 	44394 	45537 	50613 	51483 	51883 	55740 	56437 	57001 	58100 	55117 	56624 	59064 	61621 	65218 	64864 	66284 	70841 	76775 	85342 	89318 
T,NMVOC,NFR_TOT_NAT,MT	2579 	2780 	2717 	2885 	3350 	2995 	3481 	3624 	3195 	3343 	3501 	3233 	3425 	3499 	3523 	3759 	3224 	3357 	3632 	3633 	3912 	4139 	4305 	4589 	4482 	4982 	5003 	4940 	4710 	4400 	4359 
T,NMVOC,NFR_TOT_NAT,NL	271830 	243267 	246681 	253053 	252640 	256527 	248542 	262469 	266737 	274209 	278046 	267206 	266741 	271315 	268314 	273125 	268302 	288194 	294939 	310411 	339190 	358759 	379167 	375994 	409019 	436972 	468567 	503394 	525837 	571352 	607234 
T,NMVOC,NFR_TOT_NAT,NO	152892 	141358 	156631 	159836 	162173 	164232 	168607 	158445 	159407 	158150 	167279 	163819 	180059 	212988 	219672 	249323 	297516 	334154 	381017 	423912 	414122 	403768 	395512 	402894 	403389 	400074 	384916 	368972 	349118 	323499 	325210 
T,NMVOC,NFR_TOT_NAT,PL	671000 	668005 	700037 	736866 	735567 	709787 	690354 	697946 	745503 	765393 	768708 	800631 	846918 	825530 	843026 	787169 	790054 	761735 	794500 	780864 	812313 	845225 	856256 	923589 	952761 	938063 	938125 	941858 	855540 	871303 	828897 
T,NMVOC,NFR_TOT_NAT,PT	159635 	148412 	146112 	145796 	143659 	146057 	144702 	138699 	140817 	147748 	158237 	157809 	171304 	180700 	187602 	195787 	207382 	214271 	225153 	231310 	237796 	238242 	246814 	243611 	239335 	239320 	243718 	244198 	256693 	251461 	249416 
T,NMVOC,NFR_TOT_NAT,RO	239098 	244571 	245123 	250505 	247364 	249913 	254569 	259942 	267794 	267134 	276241 	289085 	332088 	314808 	336362 	335453 	331522 	322875 	307841 	306889 	320979 	305963 	335391 	361220 	357039 	307858 	300693 	286012 	310115 	336589 	403905 
T,NMVOC,NFR_TOT_NAT,SE	133467 	135794 	135390 	139560 	147066 	154068 	153442 	157448 	165199 	173481 	175960 	179992 	195203 	204104 	198827 	203781 	205439 	208235 	208141 	212881 	222893 	232968 	241409 	252584 	273833 	278730 	293704 	299642 	332551 	352404 	367724 
T,NMVOC,NFR_TOT_NAT,SI	30118 	30828 	31803 	32172 	32655 	32472 	32169 	34827 	35688 	37168 	39652 	40471 	43958 	46061 	46114 	48270 	48951 	51078 	51612 	55631 	55069 	55896 	58657 	62874 	66198 	62842 	62825 	61930 	61394 	62698 	65178 
T,NMVOC,NFR_TOT_NAT,SK	91597 	94694 	97772 	106150 	108181 	108532 	94034 	111188 	115640 	117533 	120708 	120559 	128431 	132423 	138226 	144259 	135561 	135218 	135861 	149058 	147823 	147800 	155237 	154650 	167598 	173789 	185202 	200580 	226410 	239059 	258010 
T,NMVOC,NFR_TOT_NAT,TR	1161391 	1119567 	1093269 	1114835 	1088105 	1110659 	1067429 	1074351 	1135738 	1077809 	1104340 	1093607 	1085238 	986477 	1090261 	1110562 	1180026 	1220450 	1290715 	1472944 	1607335 	1006329 	1561396 	1469287 	1371598 	1304310 	1342305 	946325 	937984 	925262 	896345 
T,NOX,NFR1A_TRA,AT	64708 	92514 	96699 	102857 	110759 	114948 	117649 	122362 	120907 	125539 	132839 	132925 	141843 	154270 	158977 	168632 	164863 	162647 	153858 	145020 	136803 	127818 	135603 	121230 	135655 	118377 	119558 	124141 	127450 	131550 	122739 
T,NOX,NFR1A_TRA,BE	85821 	110643 	120340 	125861 	132159 	138970 	138840 	142095 	150060 	159094 	166257 	168123 	185086 	193829 	194406 	196700 	205490 	203726 	204853 	210831 	213853 	219210 	222436 	223621 	228851 	234719 	244151 	251515 	254679 	247749 	247130 
T,NOX,NFR1A_TRA,BG	44039 	47417 	47615 	47737 	50063 	52230 	48491 	46158 	50293 	49138 	52164 	63650 	60439 	54265 	64107 	65272 	63082 	66491 	59087 	57030 	53875 	52358 	56491 	43375 	62253 	67442 	65082 	70087 	65181 	62582 	74144 
T,NOX,NFR1A_TRA,CH	41153 	63192 	65618 	65135 	65677 	65260 	67226 	68413 	68653 	67789 	67683 	67575 	72393 	71070 	68618 	68290 	66898 	68170 	70363 	74058 	78944 	78179 	75963 	75792 	74795 	79194 	82708 	83591 	92307 	96560 	99952 
T,NOX,NFR1A_TRA,CY	25917 	27996 	30935 	29989 	32263 	27215 	26161 	26824 	24565 	25766 	25167 	27451 	30431 	32030 	34043 	35611 	13676 	19560 	20787 	25430 	25291 	22264 	18088 	18341 	17563 	16353 	15209 	14279 	14847 	13350 	13748 
T,NOX,NFR1A_TRA,CZ	52444 	59233 	64203 	66830 	66674 	69441 	72944 	74979 	77566 	81460 	85267 	88112 	93728 	97524 	98761 	103906 	98378 	97530 	90380 	90748 	96261 	92898 	95687 	88572 	95029 	99578 	110913 	106186 	114660 	110817 	123406 
T,NOX,NFR1A_TRA,DE	535571 	707633 	761522 	849322 	896280 	889330 	901736 	926280 	937882 	956761 	976466 	984484 	1039325 	1102733 	1121371 	1112791 	1147014 	1150699 	1197818 	1233370 	1288306 	1337574 	1330884 	1338321 	1370530 	1447201 	1474141 	1538449 	1528560 	1545607 	1639963 
T,NOX,NFR1A_TRA,DK	80327 	108010 	100070 	96573 	110514 	119748 	122478 	116914 	110266 	130328 	131933 	118750 	163427 	181307 	178447 	160453 	158129 	171406 	165755 	183397 	201436 	203759 	212905 	219182 	230931 	239284 	237426 	226587 	198105 	197885 	199494 
T,NOX,NFR1A_TRA,EE	30583 	20707 	31429 	33630 	30440 	32831 	35773 	44588 	43975 	27333 	30857 	30308 	35434 	36546 	33985 	26277 	29105 	26895 	30044 	28364 	26413 	28235 	29843 	28283 	26940 	25526 	28814 	27530 	24057 	44199 	44169 
T,NOX,NFR1A_TRA,EL	230384 	313955 	311880 	304035 	264748 	266022 	274804 	296678 	300821 	359990 	379233 	425142 	451512 	465839 	465205 	441956 	474910 	466277 	459974 	496595 	491351 	479179 	508619 	455563 	444847 	483367 	473969 	454374 	418096 	387290 	412352 
T,NOX,NFR1A_TRA,ES	719293 	909707 	903234 	881556 	928314 	907630 	927709 	889051 	975373 	1023676 	1037084 	1084218 	1149803 	1176329 	1171800 	1128723 	1086924 	1054599 	1028668 	1029868 	989046 	1005497 	1048714 	1011824 	976733 	874936 	873418 	900945 	963653 	920469 	869307 
T,NOX,NFR1A_TRA,EU27_2020	3892496 	4933867 	5043034 	5163819 	5230516 	5221087 	5302828 	5388107 	5669683 	5978891 	6114237 	6321886 	6774883 	7097819 	7196763 	7137950 	7243119 	7190165 	7197931 	7395330 	7532974 	7715005 	7872276 	7819617 	7877682 	7928540 	8058295 	8271138 	8414212 	8292948 	8386963 
T,NOX,NFR1A_TRA,FI	53455 	68026 	69482 	72238 	71192 	75092 	66237 	71163 	73082 	83379 	86766 	90835 	109267 	120241 	132208 	133440 	139884 	154992 	160358 	159692 	170208 	172821 	176362 	181400 	180078 	179893 	192233 	203699 	214350 	204036 	207825 
T,NOX,NFR1A_TRA,FR	460239 	679839 	714130 	726820 	740246 	773708 	798678 	841341 	872787 	905370 	901439 	922767 	967745 	1045129 	1066378 	1089793 	1157142 	1152814 	1192075 	1236512 	1304842 	1337467 	1348360 	1345997 	1362486 	1417705 	1467633 	1528027 	1572737 	1570411 	1545548 
