unit,airpol,src_nfr,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
T,NOX,NFR_TOT_NAT,FI	105392 	119901 	127089 	130379 	134633 	138933 	150832 	158508 	161436 	171310 	187211 	176458 	193626 	210960 	223853 	208230 	237202 	248767 	242313 	244475 	241124 	252773 	257426 	271555 	277389 	273027 	294000 	293281 	288070 	303652 	306550 
T,NOX,NFR_TOT_NAT,FR	659807 	778887 	816147 	873573 	905617 	956156 	976271 	1049594 	1071177 	1093929 	1149624 	1183782 	1261939 	1345376 	1410611 	1499910 	1550506 	1594680 	1649527 	1690275 	1730098 	1790027 	1827882 	1792323 	1858786 	1899293 	1943662 	2010823 	2108290 	2142217 	2087705 
T,NOX,NFR_TOT_NAT,HR	45809 	48527 	49666 	54879 	54387 	54363 	53656 	57253 	58074 	65893 	69494 	77316 	84703 	88142 	85695 	86094 	88166 	90069 	90762 	87950 	88023 	92603 	89330 	86666 	84142 	78924 	77435 	75344 	75432 	80157 	105859 
T,NOX,NFR_TOT_NAT,HU	107049 	114785 	120290 	121447 	120306 	128000 	125900 	127730 	131601 	138426 	147992 	151112 	162228 	168108 	172035 	179328 	182866 	185126 	181345 	188746 	188780 	200816 	196919 	196681 	194364 	191176 	193136 	194029 	194441 	216440 	246493 
T,NOX,NFR_TOT_NAT,IE	94986 	103065 	111323 	110878 	113362 	113374 	110626 	111841 	110239 	107819 	120671 	127734 	152406 	167516 	171529 	176159 	174789 	172785 	173834 	181213 	182073 	180181 	179067 	169431 	174804 	170976 	172533 	172686 	180309 	171650 	169038 
T,NOX,NFR_TOT_NAT,IS	19326 	20734 	21941 	21428 	21171 	22867 	21908 	22289 	23196 	23356 	25634 	27224 	27503 	29692 	27471 	27998 	31516 	30582 	31153 	28882 	32470 	33040 	33051 	34195 	34412 	33831 	32150 	32860 	31188 	28905 	30331 
T,NOX,NFR_TOT_NAT,IT	570618 	639254 	658899 	658373 	700934 	715695 	753255 	776316 	847170 	896439 	934735 	964911 	1052327 	1171251 	1237976 	1288916 	1347961 	1396971 	1417671 	1474769 	1504118 	1625874 	1724269 	1837807 	1915568 	1988627 	2026806 	2126903 	2230205 	2191477 	2124494 
T,NOX,NFR_TOT_NAT,LI	238 	261 	278 	293 	313 	341 	356 	381 	387 	394 	403 	426 	446 	462 	488 	501 	506 	524 	519 	524 	543 	562 	573 	569 	568 	578 	593 	613 	625 	622 	622 
T,NOX,NFR_TOT_NAT,LT	54037 	56059 	56692 	56044 	57456 	57414 	55529 	52546 	55890 	55622 	56722 	53536 	62784 	64100 	62736 	63663 	61103 	60538 	63375 	62357 	60806 	70156 	82315 	80735 	76026 	72700 	68349 	76326 	98196 	158898 	150777 
T,NOX,NFR_TOT_NAT,LU	16067 	19847 	21040 	22898 	25767 	28471 	31968 	34103 	37457 	40092 	39383 	38518 	43204 	46459 	51331 	56680 	54756 	46076 	43611 	43282 	41347 	37239 	34583 	35275 	35096 	34973 	40960 	44456 	46633 	46515 	40855 
T,NOX,NFR_TOT_NAT,LV	32233 	34818 	36334 	35468 	35158 	36918 	37614 	37991 	38751 	38538 	40959 	39828 	42505 	46696 	46564 	45435 	45715 	46078 	44286 	45448 	42246 	43655 	45147 	48767 	51158 	51449 	56326 	66242 	75851 	93328 	96844 
T,NOX,NFR_TOT_NAT,MT	5036 	5331 	5000 	5373 	6022 	6627 	7728 	7735 	9515 	8661 	10037 	8614 	10196 	10095 	9682 	10001 	9470 	9290 	9025 	9253 	10022 	10334 	10823 	10904 	9782 	9928 	10570 	10319 	8620 	7680 	8305 
T,NOX,NFR_TOT_NAT,NL	210772 	234647 	250179 	257499 	267705 	283593 	286484 	310784 	321602 	341409 	354500 	359948 	398497 	407674 	424552 	429938 	436989 	452571 	455926 	471723 	483547 	502446 	510055 	530272 	557884 	570214 	585227 	627049 	643767 	658048 	669357 
T,NOX,NFR_TOT_NAT,NO	147784 	157628 	164716 	167841 	172502 	181114 	189667 	191435 	194612 	198218 	200145 	195772 	206351 	212686 	209327 	209018 	208481 	209813 	207977 	213382 	214958 	227872 	235450 	234274 	225707 	216463 	205311 	200644 	195417 	191140 	197497 
T,NOX,NFR_TOT_NAT,PL	593905 	628068 	673598 	703732 	675367 	670192 	689831 	741036 	780579 	817676 	838173 	821647 	837822 	865871 	874040 	862336 	835544 	821204 	812676 	847952 	873813 	931707 	962549 	1058363 	1117388 	1087147 	1109048 	1124702 	1118525 	1116902 	1128072 
T,NOX,NFR_TOT_NAT,PT	135015 	154580 	160682 	166401 	163243 	170199 	167261 	169680 	173597 	186942 	203796 	220725 	233437 	251347 	261589 	283057 	281536 	279022 	303480 	297873 	300562 	305771 	294154 	281235 	278870 	297009 	285499 	285647 	295554 	274438 	260100 
T,NOX,NFR_TOT_NAT,RO	204400 	217127 	221764 	219539 	211079 	219900 	221441 	227473 	246030 	250165 	241301 	255452 	302547 	308538 	328260 	330651 	343155 	340826 	335276 	329097 	315747 	306299 	353895 	402356 	421039 	375430 	373326 	371613 	411729 	400183 	473801 
T,NOX,NFR_TOT_NAT,SE	118084 	126053 	134229 	138173 	143621 	146288 	150490 	152670 	156511 	163531 	170380 	166205 	178899 	186979 	191605 	193617 	197006 	200675 	204679 	212312 	222191 	225145 	231816 	241439 	252882 	258088 	269499 	266371 	279342 	293456 	289103 
T,NOX,NFR_TOT_NAT,SI	25313 	29378 	32614 	34124 	34587 	35170 	38816 	42858 	45608 	47065 	47875 	48643 	58336 	54082 	55396 	55277 	54184 	55549 	58865 	59725 	59012 	61339 	68814 	78217 	77661 	75605 	76308 	73511 	68738 	69690 	75322 
T,NOX,NFR_TOT_NAT,SK	56028 	58816 	62471 	63306 	63816 	67912 	66225 	69040 	77150 	80587 	87852 	89799 	100281 	98759 	99294 	106086 	102503 	102819 	104991 	111789 	110154 	107933 	112149 	112408 	112150 	112462 	110701 	109932 	111615 	120321 	136328 
T,NOX,NFR_TOT_NAT,TR	867288 	891949 	864243 	858893 	873271 	860495 	855741 	870162 	932896 	956195 	1000631 	1059071 	1129017 	1213527 	1267252 	1298822 	1366756 	964947 	1068136 	1386548 	1490278 	543188 	1544206 	1397518 	1184267 	1034246 	1082170 	290767 	294398 	269452 	252531 
T,PM10,NFR1A_TRA,AT	3863 	5177 	5226 	5285 	5519 	5615 	5780 	6071 	6389 	6841 	7290 	7443 	8173 	9082 	9449 	9728 	9763 	9795 	9656 	9447 	9331 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,BE	4601 	5466 	5764 	5998 	6378 	6673 	6864 	7234 	7892 	8655 	9497 	9940 	10736 	11106 	11268 	11365 	12162 	11973 	12325 	13108 	13355 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,BG	2994 	3258 	3286 	3279 	3444 	3577 	3325 	3109 	3517 	3370 	3468 	3803 	3695 	3306 	3740 	3698 	3529 	3257 	2666 	2628 	2430 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,CH	4438 	4971 	4952 	4908 	4992 	5025 	5334 	5381 	5451 	5555 	5669 	5754 	6002 	5974 	5898 	5809 	5559 	5535 	5580 	5720 	5965 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,CY	1754 	1845 	1874 	1849 	2131 	1837 	1720 	1764 	1595 	1735 	1715 	1835 	2046 	2115 	2374 	2666 	1099 	1558 	1665 	2011 	2003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,CZ	3787 	4088 	4242 	4290 	4227 	4233 	4322 	4366 	4518 	4803 	5145 	5607 	5814 	5955 	6042 	6304 	5989 	5873 	5296 	5294 	5290 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,DE	42646 	45972 	48703 	53892 	56684 	52713 	61557 	62862 	67418 	70447 	72061 	84397 	92806 	98014 	94301 	120094 	126561 	124450 	121569 	120840 	122967 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,DK	3834 	4389 	3939 	3715 	4267 	4624 	5628 	5351 	4997 	6092 	6148 	5632 	8239 	9525 	11318 	9277 	8506 	9138 	8745 	10465 	11979 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,EE	1763 	1253 	1618 	1975 	1730 	1955 	2366 	3072 	2774 	1724 	1960 	1990 	2252 	2246 	1965 	1391 	1584 	1302 	1381 	1202 	1153 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,EL	15867 	19026 	19294 	18647 	15935 	16397 	17012 	18406 	19416 	23355 	24914 	27134 	28261 	29032 	28616 	26798 	28993 	28223 	27260 	29490 	28554 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,ES	41760 	55307 	55795 	53644 	56155 	54641 	58299 	56720 	62876 	65515 	65749 	68948 	72367 	74611 	74242 	70984 	67844 	66916 	65214 	64786 	61106 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,EU27_2020	272997 	323771 	330961 	337100 	337551 	330727 	349775 	359508 	382479 	408979 	421901 	449527 	479469 	501552 	504499 	526677 	539048 	531255 	520920 	528324 	531990 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,FI	8088 	8591 	8699 	8825 	8894 	9063 	8974 	9135 	9248 	9733 	9957 	10171 	10901 	11510 	11862 	11790 	11865 	12195 	12201 	11952 	12136 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,FR	29613 	39935 	42577 	43057 	43575 	45927 	48162 	52473 	55728 	58400 	59576 	60682 	62996 	68396 	69849 	71612 	79673 	80286 	82042 	85000 	89077 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,HR	1738 	1909 	1897 	2135 	2021 	1934 	1912 	2010 	2053 	2542 	2696 	2918 	3180 	3410 	3471 	3582 	3618 	3741 	3275 	3102 	3274 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,HU	2786 	3278 	3283 	3236 	3167 	3369 	3232 	3021 	3359 	3661 	4150 	4681 	4966 	5030 	5130 	5548 	5250 	5208 	5039 	4823 	4555 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,IE	1749 	2145 	2235 	2291 	2517 	2621 	2610 	2609 	2556 	2689 	2864 	3053 	3336 	3731 	3786 	3822 	3943 	3891 	3924 	4112 	4150 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,IS	536 	804 	946 	890 	798 	679 	600 	612 	553 	586 	567 	638 	759 	807 	765 	639 	628 	577 	548 	544 	535 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,IT	35784 	42131 	43138 	43163 	44060 	42953 	43379 	44285 	50163 	56673 	58721 	61640 	67167 	69993 	71041 	73046 	74293 	73386 	73044 	72561 	72678 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,LI	8 	8 	8 	8 	8 	9 	9 	9 	10 	11 	11 	12 	13 	15 	16 	17 	18 	20 	21 	23 	24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,LT	1380 	1563 	1560 	1562 	1603 	1617 	1628 	1513 	1455 	1476 	1492 	1407 	1772 	1815 	1572 	1541 	1538 	1408 	1442 	1429 	1300 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,LU	647 	823 	817 	791 	793 	841 	934 	1033 	1123 	1249 	1278 	1318 	1504 	1611 	1754 	1942 	1954 	1754 	1661 	1665 	1659 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,LV	1071 	1475 	945 	1856 	2060 	1924 	2041 	2047 	2050 	1977 	2432 	2566 	2357 	2243 	2267 	2514 	2244 	2113 	2092 	1913 	927 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,MT	192 	253 	240 	402 	388 	379 	375 	372 	391 	418 	429 	388 	399 	328 	316 	324 	445 	391 	386 	374 	395 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,NL	7136 	7869 	8093 	8128 	8367 	9486 	10096 	10314 	11223 	12128 	13481 	14401 	15385 	17245 	18552 	18639 	18870 	19457 	19963 	20652 	21312 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,NO	4261 	4828 	4874 	4919 	4911 	5284 	6087 	6789 	6943 	7194 	7226 	7801 	8363 	8726 	8613 	8385 	7922 	8005 	7840 	8625 	8900 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,PL	17108 	18170 	18034 	17895 	15316 	13945 	13434 	13789 	15509 	16758 	17303 	17167 	17230 	17117 	16159 	14361 	13792 	12474 	11282 	11895 	12835 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,PT	9207 	13000 	12287 	12180 	11995 	11318 	11343 	11613 	11974 	12348 	12546 	12948 	13353 	13441 	13445 	13046 	13623 	13311 	13158 	13292 	14318 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,RO	5613 	6011 	6143 	6121 	5851 	5533 	5448 	5591 	5929 	5502 	5433 	5752 	6262 	5606 	5816 	5729 	5677 	5859 	5755 	5188 	4300 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,SE	25048 	27106 	27217 	29235 	26998 	24353 	26285 	27474 	24603 	27288 	27513 	29934 	29690 	30772 	32431 	33000 	32735 	30073 	26582 	27946 	28035 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,SI	1466 	2054 	2385 	2071 	1900 	1517 	1551 	1664 	1718 	1639 	1516 	1565 	2123 	1773 	1483 	1266 	1239 	1118 	1131 	1174 	1117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,SK	1503 	1676 	1669 	1732 	1719 	1811 	1621 	1727 	2120 	2084 	2688 	2336 	2587 	2603 	2312 	2663 	2258 	2107 	2165 	1976 	1757 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR1A_TRA,TR	9683 	10054 	11042 	17977 	12192 	13584 	11350 	16669 	19207 	22351 	24513 	27503 	31964 	36023 	41516 	43592 	48433 	47887 	30437 	42223 	45691 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,AT	3821 	3851 	3869 	3891 	3916 	3936 	3958 	3972 	3993 	4022 	4061 	4090 	4110 	4149 	4151 	4178 	4232 	4190 	4195 	4213 	4202 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,BE	3683 	3653 	3625 	3592 	3708 	3612 	3516 	3433 	3491 	3378 	3485 	3438 	3447 	3402 	3406 	3445 	3481 	3486 	3609 	3619 	3765 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,BG	6145 	6182 	6137 	6108 	6085 	6125 	6118 	6122 	6136 	6191 	6240 	6283 	6382 	6478 	6583 	6638 	6856 	6890 	6847 	6890 	7072 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,CH	1771 	1746 	1747 	1735 	1741 	1726 	1725 	1708 	1706 	1700 	1698 	1678 	1671 	1668 	1652 	1660 	1632 	1626 	1628 	1624 	1624 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,CY	374 	351 	350 	333 	336 	350 	349 	346 	386 	404 	411 	409 	429 	451 	484 	516 	565 	611 	586 	564 	540 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,CZ	5597 	5633 	5625 	5558 	5517 	5593 	5565 	5607 	5526 	5595 	5718 	5871 	5980 	6002 	5986 	6099 	6163 	5979 	6265 	6710 	7012 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,DE	30177 	30434 	30644 	31021 	31076 	31334 	31726 	31741 	31147 	30589 	30110 	30465 	30331 	29669 	29267 	29292 	29332 	29268 	29468 	29530 	29299 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,DK	8541 	8858 	8640 	8829 	8120 	8122 	8220 	8228 	8273 	8388 	8425 	8337 	8276 	8257 	8265 	8271 	8146 	8086 	8135 	9247 	9119 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,EE	1167 	1154 	1151 	1165 	1206 	1127 	1060 	957 	1028 	994 	917 	897 	975 	1162 	1091 	1045 	882 	845 	846 	804 	918 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,EL	8563 	8541 	8695 	9037 	9207 	9230 	9432 	10074 	10122 	10128 	10273 	10544 	10733 	10345 	10431 	10675 	10670 	10464 	10710 	10783 	10779 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,ES	40034 	39821 	39788 	39283 	39017 	39470 	39525 	37710 	38622 	38917 	38382 	38176 	38456 	40187 	40079 	41618 	42442 	46436 	46261 	46000 	59510 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,EU27_2020	283319 	285773 	280967 	278740 	277459 	278657 	278909 	275556 	275271 	274915 	273681 	278179 	282147 	281018 	281964 	287969 	291289 	294773 	301382 	304800 	316634 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,FI	4559 	4558 	4362 	4254 	4720 	4764 	5083 	5102 	4793 	4827 	4505 	5166 	5429 	5223 	5287 	5446 	5237 	5573 	5605 	5441 	5509 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,FR	48495 	49714 	49034 	49294 	48417 	50422 	50041 	49382 	49696 	49309 	49595 	50054 	50150 	48914 	49223 	49881 	51282 	50660 	53043 	52568 	53186 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,HR	3138 	3154 	3121 	3067 	3189 	3283 	3324 	3395 	3176 	3189 	3498 	3610 	3784 	3480 	3767 	3795 	3678 	3494 	3681 	3704 	3351 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,HU	8699 	9587 	9612 	9488 	9737 	9646 	9735 	9717 	9684 	9799 	9896 	9812 	9873 	9905 	9884 	10008 	10466 	10734 	10581 	10281 	9460 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,IE	8853 	8825 	8795 	8738 	8653 	8563 	8582 	8541 	8610 	8595 	8598 	8653 	8721 	8174 	8210 	8302 	8360 	8402 	8387 	8479 	8526 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,IS	202 	209 	208 	204 	199 	192 	197 	182 	201 	200 	189 	207 	203 	212 	202 	199 	188 	183 	180 	174 	184 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,IT	23245 	23160 	23198 	23233 	23653 	23058 	23075 	23206 	22378 	22632 	22903 	24284 	26456 	27494 	28229 	30153 	32463 	32226 	33208 	33966 	32960 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,LI	9 	9 	9 	9 	9 	9 	9 	9 	9 	9 	9 	9 	9 	9 	9 	9 	9 	9 	9 	9 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,LT	5091 	5080 	4825 	4744 	4971 	4900 	4807 	4493 	4401 	4201 	4038 	4063 	3832 	3803 	3776 	3743 	3378 	3311 	3471 	3437 	3572 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,LU	268 	266 	266 	266 	263 	263 	261 	260 	259 	258 	258 	257 	255 	256 	251 	252 	251 	251 	252 	253 	252 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,LV	3232 	3197 	2968 	2957 	3016 	2922 	2898 	2600 	2554 	2383 	2465 	2465 	2407 	2394 	2716 	2115 	2040 	2133 	2067 	2023 	1914 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,MT	80 	79 	79 	78 	79 	77 	79 	81 	81 	80 	86 	87 	90 	94 	90 	89 	96 	101 	102 	102 	105 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,NL	5338 	5384 	5563 	5813 	6033 	6112 	6257 	6141 	6201 	6369 	5873 	5800 	5759 	5571 	5213 	5264 	5006 	4548 	5234 	5355 	5277 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,NO	1662 	1681 	1577 	1712 	1729 	1719 	1728 	1659 	1659 	1643 	1732 	1739 	1847 	1804 	1812 	1898 	1996 	1917 	2003 	2194 	2412 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,PL	29607 	29489 	29003 	27937 	27235 	26965 	26562 	26510 	26389 	26875 	26174 	28555 	28856 	28940 	29715 	29695 	28987 	30054 	32868 	33726 	33692 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,PT	5209 	5002 	4613 	4370 	4190 	4154 	4161 	4299 	4425 	4605 	4687 	4710 	4439 	4295 	4165 	4326 	4616 	5013 	5188 	5379 	5474 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,RO	21654 	21874 	19063 	17920 	17209 	16779 	16746 	15968 	16103 	15538 	15385 	14026 	14834 	14375 	13923 	14994 	14312 	13967 	12288 	12910 	12375 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,SE	3634 	3618 	3585 	3562 	3588 	3613 	3566 	3520 	3494 	3541 	3483 	3564 	3607 	3448 	3387 	3488 	3606 	3668 	3646 	3733 	3821 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,SI	495 	506 	512 	507 	506 	489 	477 	462 	464 	444 	470 	493 	485 	492 	447 	448 	450 	499 	544 	526 	528 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,SK	3622 	3801 	3845 	3696 	3813 	3749 	3786 	3689 	3842 	3665 	3744 	4070 	4052 	4061 	3940 	4194 	4292 	3884 	4296 	4555 	4415 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_AGR,TR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,AT	514 	512 	512 	512 	504 	500 	496 	494 	495 	495 	501 	499 	490 	499 	487 	489 	489 	493 	491 	504 	500 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,BE	2460 	2386 	2400 	2361 	2364 	2310 	2232 	2161 	2175 	2120 	2146 	2094 	2067 	2079 	2070 	2123 	2162 	2194 	2295 	2363 	2419 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,BG	876 	912 	912 	875 	851 	882 	874 	859 	871 	925 	971 	1008 	1103 	1194 	1218 	1229 	1220 	1183 	1100 	1041 	1135 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,CH	767 	744 	742 	726 	727 	711 	708 	689 	684 	678 	674 	651 	642 	636 	614 	622 	593 	584 	583 	576 	573 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,CY	313 	307 	304 	295 	291 	287 	301 	287 	314 	335 	348 	350 	355 	360 	351 	366 	393 	410 	412 	391 	372 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,CZ	1148 	1154 	1182 	1084 	1073 	1112 	1076 	1108 	1001 	1055 	1164 	1236 	1326 	1291 	1316 	1337 	1360 	1461 	1550 	1534 	1726 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,DE	12906 	13020 	13202 	13435 	13477 	13634 	13825 	13836 	13331 	12756 	12308 	12495 	12484 	12419 	12241 	12285 	12333 	12658 	12663 	12759 	12634 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,DK	2562 	2513 	2502 	2495 	2432 	2404 	2412 	2448 	2476 	2526 	2549 	2467 	2432 	2530 	2487 	2555 	2498 	2486 	2653 	2678 	2612 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,EE	244 	237 	231 	251 	242 	277 	264 	213 	252 	255 	235 	223 	229 	194 	223 	215 	251 	245 	234 	237 	212 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,EL	2163 	2114 	2069 	2010 	2018 	1941 	1963 	1980 	2000 	1946 	1984 	1940 	1983 	2085 	2076 	2078 	2061 	2033 	2055 	2021 	2082 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,ES	11846 	11634 	11648 	11283 	11078 	10856 	10538 	10339 	10433 	10646 	10601 	10559 	10754 	11830 	11121 	11075 	11350 	10870 	10794 	11246 	10828 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,EU27_2020	105621 	105555 	104817 	103003 	102648 	102233 	101356 	101095 	100215 	100528 	99862 	101889 	104167 	106456 	105799 	108322 	109561 	110705 	115036 	116554 	113902 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,FI	545 	565 	571 	554 	584 	575 	580 	583 	559 	563 	582 	580 	606 	604 	628 	659 	654 	676 	660 	692 	693 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,FR	20357 	20316 	20076 	19686 	19623 	20180 	19984 	19720 	19606 	19410 	19401 	19226 	19479 	19600 	19386 	19727 	19994 	20535 	21049 	21240 	20493 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,HR	787 	805 	800 	729 	772 	818 	811 	729 	897 	783 	935 	1073 	1092 	1162 	1172 	1135 	1168 	1182 	1155 	1261 	1111 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,HU	2567 	3098 	3135 	2954 	3226 	3136 	3123 	3142 	3099 	3307 	3302 	3145 	3217 	3197 	3266 	3324 	3754 	4070 	3935 	3668 	3661 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,IE	8752 	8716 	8694 	8628 	8550 	8453 	8472 	8433 	8517 	8494 	8502 	8564 	8620 	8081 	8113 	8206 	8248 	8296 	8289 	8375 	8416 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,IS	121 	128 	127 	123 	118 	113 	117 	102 	112 	113 	103 	119 	116 	129 	117 	113 	107 	100 	97 	92 	103 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
